timestamp,reconstruction_error,is_anomaly,inferred_type
2024-11-02 05:35:00,1.8507233,True,Token/Cost Anomaly
2024-11-02 05:40:00,1.8580511,True,Token/Cost Anomaly
2024-11-02 05:45:00,1.8499466,True,Token/Cost Anomaly
2024-11-02 05:50:00,1.8486092,True,Token/Cost Anomaly
2024-11-02 05:55:00,1.8493922,True,Token/Cost Anomaly
2024-11-02 06:00:00,1.8121578,True,Token/Cost Anomaly
2024-11-02 06:05:00,1.7985232,True,Token/Cost Anomaly
2024-11-02 06:10:00,1.7933025,True,Token/Cost Anomaly
2024-11-02 06:15:00,1.7862746,True,Token/Cost Anomaly
2024-11-02 06:20:00,1.775091,True,Token/Cost Anomaly
2024-11-02 06:25:00,1.7700084,True,Token/Cost Anomaly
2024-11-02 06:30:00,1.7921907,True,Token/Cost Anomaly
2024-11-02 06:35:00,1.7875875,True,Token/Cost Anomaly
2024-11-02 06:40:00,1.7851952,True,Token/Cost Anomaly
2024-11-02 06:45:00,1.770336,True,Token/Cost Anomaly
2024-11-02 06:50:00,1.7556474,True,Token/Cost Anomaly
2024-11-02 06:55:00,1.7456986,True,Token/Cost Anomaly
2024-11-02 07:00:00,1.7377522,True,Token/Cost Anomaly
2024-11-02 07:05:00,1.7370273,True,Token/Cost Anomaly
2024-11-02 07:10:00,1.735248,True,Token/Cost Anomaly
2024-11-02 07:15:00,1.7529107,True,Token/Cost Anomaly
2024-11-02 07:20:00,1.5802177,True,Token/Cost Anomaly
2024-11-02 07:25:00,1.5380503,True,Token/Cost Anomaly
2024-11-02 07:30:00,1.5317523,True,Token/Cost Anomaly
2024-11-02 07:35:00,1.5289891,True,Token/Cost Anomaly
2024-11-03 03:40:00,1.5009913,True,Latency Anomaly
2024-11-03 03:45:00,1.5092417,True,Latency Anomaly
2024-11-03 03:50:00,1.5434965,True,Latency Anomaly
2024-11-03 03:55:00,1.592129,True,Latency Anomaly
2024-11-03 04:00:00,1.5958279,True,Latency Anomaly
2024-11-03 04:05:00,1.5872864,True,Latency Anomaly
2024-11-03 04:10:00,1.5946823,True,Latency Anomaly
2024-11-03 04:15:00,1.6059628,True,Latency Anomaly
2024-11-03 04:20:00,1.591983,True,Latency Anomaly
2024-11-03 04:25:00,1.5867292,True,Latency Anomaly
2024-11-03 04:30:00,1.6339399,True,Token/Cost Anomaly
2024-11-03 04:35:00,1.6386645,True,Latency Anomaly
2024-11-03 04:40:00,1.6454198,True,Latency Anomaly
2024-11-03 04:45:00,1.6705626,True,Token/Cost Anomaly
2024-11-03 04:50:00,1.680816,True,Latency Anomaly
2024-11-03 04:55:00,1.6821814,True,Latency Anomaly
2024-11-03 05:00:00,1.6879755,True,Latency Anomaly
2024-11-03 05:05:00,1.6865853,True,Latency Anomaly
2024-11-03 05:10:00,1.6940302,True,Latency Anomaly
2024-11-03 05:15:00,1.683422,True,Latency Anomaly
2024-11-03 05:20:00,1.6707709,True,Latency Anomaly
2024-11-03 05:25:00,1.6759425,True,Latency Anomaly
2024-11-03 05:30:00,1.6790246,True,Latency Anomaly
2024-11-03 05:35:00,1.6715597,True,Latency Anomaly
2024-11-03 05:40:00,1.6792108,True,Latency Anomaly
2024-11-03 05:45:00,1.6842431,True,Latency Anomaly
2024-11-03 05:50:00,1.6594876,True,Latency Anomaly
2024-11-03 05:55:00,1.6594678,True,Latency Anomaly
2024-11-03 06:00:00,1.6410239,True,Latency Anomaly
2024-11-03 06:05:00,1.6369817,True,Latency Anomaly
2024-11-03 06:10:00,1.6336194,True,Latency Anomaly
2024-11-03 06:15:00,1.6253973,True,Latency Anomaly
2024-11-03 06:20:00,1.6246241,True,Latency Anomaly
2024-11-03 06:25:00,1.6201749,True,Latency Anomaly
2024-11-03 06:30:00,1.6060476,True,Token/Cost Anomaly
2024-11-03 06:35:00,1.5975863,True,Latency Anomaly
2024-11-03 06:40:00,1.6010039,True,Latency Anomaly
2024-11-03 06:45:00,1.6050817,True,Token/Cost Anomaly
2024-11-03 06:50:00,1.5841279,True,Token/Cost Anomaly
2024-11-03 06:55:00,1.5797644,True,Token/Cost Anomaly
2024-11-03 07:00:00,1.5575432,True,Token/Cost Anomaly
2024-11-03 07:05:00,1.5260696,True,Latency Anomaly
2024-11-08 08:00:00,31.753803,True,Latency Anomaly
2024-11-08 08:05:00,63.503853,True,Latency Anomaly
2024-11-08 08:10:00,94.2573,True,Latency Anomaly
2024-11-08 08:15:00,127.12061,True,Latency Anomaly
2024-11-08 08:20:00,157.42961,True,Latency Anomaly
2024-11-08 08:25:00,189.25342,True,Latency Anomaly
2024-11-08 08:30:00,221.01256,True,Latency Anomaly
2024-11-08 08:35:00,252.16978,True,Latency Anomaly
2024-11-08 08:40:00,283.02505,True,Latency Anomaly
2024-11-08 08:45:00,315.39474,True,Latency Anomaly
2024-11-08 08:50:00,345.8091,True,Latency Anomaly
2024-11-08 08:55:00,377.83444,True,Latency Anomaly
2024-11-08 09:00:00,408.57355,True,Latency Anomaly
2024-11-08 09:05:00,438.0692,True,Latency Anomaly
2024-11-08 09:10:00,470.3937,True,Latency Anomaly
2024-11-08 09:15:00,500.85403,True,Latency Anomaly
2024-11-08 09:20:00,531.3764,True,Latency Anomaly
2024-11-08 09:25:00,562.31104,True,Latency Anomaly
2024-11-08 09:30:00,593.6292,True,Latency Anomaly
2024-11-08 09:35:00,625.064,True,Latency Anomaly
2024-11-08 09:40:00,656.41455,True,Latency Anomaly
2024-11-08 09:45:00,686.91437,True,Latency Anomaly
2024-11-08 09:50:00,719.1348,True,Latency Anomaly
2024-11-08 09:55:00,749.85754,True,Latency Anomaly
2024-11-08 10:00:00,781.4571,True,Latency Anomaly
2024-11-08 10:05:00,814.37665,True,Latency Anomaly
2024-11-08 10:10:00,845.6683,True,Latency Anomaly
2024-11-08 10:15:00,876.035,True,Latency Anomaly
2024-11-08 10:20:00,906.6859,True,Latency Anomaly
2024-11-08 10:25:00,937.47736,True,Latency Anomaly
2024-11-08 10:30:00,967.47253,True,Latency Anomaly
2024-11-08 10:35:00,997.2881,True,Latency Anomaly
2024-11-08 10:40:00,1027.4432,True,Latency Anomaly
2024-11-08 10:45:00,1057.4403,True,Latency Anomaly
2024-11-08 10:50:00,1089.5968,True,Latency Anomaly
2024-11-08 10:55:00,1121.92,True,Latency Anomaly
2024-11-08 11:00:00,1153.5991,True,Latency Anomaly
2024-11-08 11:05:00,1184.3981,True,Latency Anomaly
2024-11-08 11:10:00,1216.1099,True,Latency Anomaly
2024-11-08 11:15:00,1247.0692,True,Latency Anomaly
2024-11-08 11:20:00,1277.7887,True,Latency Anomaly
2024-11-08 11:25:00,1309.211,True,Latency Anomaly
2024-11-08 11:30:00,1340.9285,True,Latency Anomaly
2024-11-08 11:35:00,1371.0962,True,Latency Anomaly
2024-11-08 11:40:00,1400.643,True,Latency Anomaly
2024-11-08 11:45:00,1433.0271,True,Latency Anomaly
2024-11-08 11:50:00,1464.2987,True,Latency Anomaly
2024-11-08 11:55:00,1494.2418,True,Latency Anomaly
2024-11-08 12:00:00,1494.0885,True,Latency Anomaly
2024-11-08 12:05:00,1493.9784,True,Latency Anomaly
2024-11-08 12:10:00,1493.8992,True,Latency Anomaly
2024-11-08 12:15:00,1493.8713,True,Latency Anomaly
2024-11-08 12:20:00,1493.8483,True,Latency Anomaly
2024-11-08 12:25:00,1493.8192,True,Latency Anomaly
2024-11-08 12:30:00,1493.7776,True,Latency Anomaly
2024-11-08 12:35:00,1493.7136,True,Latency Anomaly
2024-11-08 12:40:00,1493.6636,True,Latency Anomaly
2024-11-08 12:45:00,1493.6115,True,Latency Anomaly
2024-11-08 12:50:00,1493.5469,True,Latency Anomaly
2024-11-08 12:55:00,1493.4904,True,Latency Anomaly
2024-11-08 13:00:00,1493.4352,True,Latency Anomaly
2024-11-08 13:05:00,1493.382,True,Latency Anomaly
2024-11-08 13:10:00,1493.3403,True,Latency Anomaly
2024-11-08 13:15:00,1493.3192,True,Latency Anomaly
2024-11-08 13:20:00,1493.2898,True,Latency Anomaly
2024-11-08 13:25:00,1493.2886,True,Latency Anomaly
2024-11-08 13:30:00,1493.3472,True,Latency Anomaly
2024-11-08 13:35:00,1493.3734,True,Latency Anomaly
2024-11-08 13:40:00,1493.3766,True,Latency Anomaly
2024-11-08 13:45:00,1493.3757,True,Latency Anomaly
2024-11-08 13:50:00,1493.4501,True,Latency Anomaly
2024-11-08 13:55:00,1493.5254,True,Latency Anomaly
2024-11-08 14:00:00,1462.7074,True,Latency Anomaly
2024-11-08 14:05:00,1430.9685,True,Latency Anomaly
2024-11-08 14:10:00,1400.1545,True,Latency Anomaly
2024-11-08 14:15:00,1367.2783,True,Latency Anomaly
2024-11-08 14:20:00,1336.9507,True,Latency Anomaly
2024-11-08 14:25:00,1305.1174,True,Latency Anomaly
2024-11-08 14:30:00,1273.3676,True,Latency Anomaly
2024-11-08 14:35:00,1242.2257,True,Latency Anomaly
2024-11-08 14:40:00,1211.3961,True,Latency Anomaly
2024-11-08 14:45:00,1179.0519,True,Latency Anomaly
2024-11-08 14:50:00,1148.6682,True,Latency Anomaly
2024-11-08 14:55:00,1116.636,True,Latency Anomaly
2024-11-08 15:00:00,1085.8843,True,Latency Anomaly
2024-11-08 15:05:00,1056.4127,True,Latency Anomaly
2024-11-08 15:10:00,1024.0878,True,Latency Anomaly
2024-11-08 15:15:00,993.6411,True,Latency Anomaly
2024-11-08 15:20:00,963.11444,True,Latency Anomaly
2024-11-08 15:25:00,932.21704,True,Latency Anomaly
2024-11-08 15:30:00,900.8705,True,Latency Anomaly
2024-11-08 15:35:00,869.41833,True,Latency Anomaly
2024-11-08 15:40:00,838.0556,True,Latency Anomaly
2024-11-08 15:45:00,807.5165,True,Latency Anomaly
2024-11-08 15:50:00,775.3033,True,Latency Anomaly
2024-11-08 15:55:00,744.5828,True,Latency Anomaly
2024-11-08 16:00:00,712.9979,True,Latency Anomaly
2024-11-08 16:05:00,680.0448,True,Latency Anomaly
2024-11-08 16:10:00,648.9989,True,Latency Anomaly
2024-11-08 16:15:00,618.58246,True,Latency Anomaly
2024-11-08 16:20:00,587.8822,True,Latency Anomaly
2024-11-08 16:25:00,557.05835,True,Latency Anomaly
2024-11-08 16:30:00,527.04395,True,Latency Anomaly
2024-11-08 16:35:00,497.1676,True,Latency Anomaly
2024-11-08 16:40:00,466.96103,True,Latency Anomaly
2024-11-08 16:45:00,436.93573,True,Latency Anomaly
2024-11-08 16:50:00,404.9899,True,Latency Anomaly
2024-11-08 16:55:00,372.97137,True,Latency Anomaly
2024-11-08 17:00:00,341.30167,True,Latency Anomaly
2024-11-08 17:05:00,310.45554,True,Latency Anomaly
2024-11-08 17:10:00,278.77338,True,Latency Anomaly
2024-11-08 17:15:00,247.79405,True,Latency Anomaly
2024-11-08 17:20:00,217.0596,True,Latency Anomaly
2024-11-08 17:25:00,185.64421,True,Latency Anomaly
2024-11-08 17:30:00,153.91856,True,Latency Anomaly
2024-11-08 17:35:00,123.79284,True,Latency Anomaly
2024-11-08 17:40:00,94.20051,True,Latency Anomaly
2024-11-08 17:45:00,61.824436,True,Latency Anomaly
2024-11-08 17:50:00,30.51146,True,Latency Anomaly
2024-11-09 03:50:00,1.521085,True,Token/Cost Anomaly
2024-11-09 03:55:00,1.5344391,True,Token/Cost Anomaly
2024-11-09 04:00:00,1.5399293,True,Token/Cost Anomaly
2024-11-09 04:05:00,1.5487396,True,Token/Cost Anomaly
2024-11-09 04:10:00,1.5597652,True,Token/Cost Anomaly
2024-11-09 04:15:00,1.5669465,True,Token/Cost Anomaly
2024-11-09 04:20:00,1.5778842,True,Token/Cost Anomaly
2024-11-09 04:25:00,1.5861638,True,Token/Cost Anomaly
2024-11-09 04:30:00,1.598258,True,Token/Cost Anomaly
2024-11-09 04:35:00,1.6153711,True,Token/Cost Anomaly
2024-11-09 04:40:00,1.6277002,True,Token/Cost Anomaly
2024-11-09 04:45:00,1.6325257,True,Token/Cost Anomaly
2024-11-09 04:50:00,1.6434938,True,Token/Cost Anomaly
2024-11-09 04:55:00,1.6393188,True,Token/Cost Anomaly
2024-11-09 05:00:00,1.6373807,True,Token/Cost Anomaly
2024-11-09 05:05:00,1.630664,True,Token/Cost Anomaly
2024-11-09 05:10:00,1.6312362,True,Token/Cost Anomaly
2024-11-09 05:15:00,1.6434387,True,Token/Cost Anomaly
2024-11-09 05:20:00,1.6569679,True,Token/Cost Anomaly
2024-11-09 05:25:00,1.6353871,True,Token/Cost Anomaly
2024-11-09 05:30:00,1.626537,True,Token/Cost Anomaly
2024-11-09 05:35:00,1.6303221,True,Token/Cost Anomaly
2024-11-09 05:40:00,1.6256357,True,Token/Cost Anomaly
2024-11-09 05:45:00,1.6214011,True,Token/Cost Anomaly
2024-11-09 05:50:00,1.6222246,True,Token/Cost Anomaly
2024-11-09 05:55:00,1.6171057,True,Token/Cost Anomaly
2024-11-09 06:00:00,1.6321009,True,Token/Cost Anomaly
2024-11-09 06:05:00,1.6305555,True,Token/Cost Anomaly
2024-11-09 06:10:00,1.6280811,True,Token/Cost Anomaly
2024-11-09 06:15:00,1.6017156,True,Token/Cost Anomaly
2024-11-09 06:20:00,1.5874416,True,Token/Cost Anomaly
2024-11-09 06:25:00,1.5759175,True,Token/Cost Anomaly
2024-11-09 06:30:00,1.5750649,True,Token/Cost Anomaly
2024-11-09 06:35:00,1.570307,True,Token/Cost Anomaly
2024-11-09 06:40:00,1.536935,True,Token/Cost Anomaly
2024-11-09 06:45:00,1.53906,True,Token/Cost Anomaly
2024-11-09 06:50:00,1.5392345,True,Token/Cost Anomaly
2024-11-09 06:55:00,1.5314118,True,Token/Cost Anomaly
2024-11-09 07:00:00,1.5215623,True,Token/Cost Anomaly
2024-11-09 07:05:00,1.525132,True,Token/Cost Anomaly
2024-11-09 07:10:00,1.5203012,True,Token/Cost Anomaly
2024-11-09 07:15:00,1.5175892,True,Token/Cost Anomaly
2024-11-10 03:30:00,1.5382407,True,Traffic/Error Anomaly
2024-11-10 03:35:00,1.5368834,True,Traffic/Error Anomaly
2024-11-10 03:40:00,1.6133299,True,Traffic/Error Anomaly
2024-11-10 03:45:00,1.6355944,True,Traffic/Error Anomaly
2024-11-10 03:50:00,1.6467004,True,Traffic/Error Anomaly
2024-11-10 03:55:00,1.6564238,True,Traffic/Error Anomaly
2024-11-10 04:00:00,1.6697992,True,Traffic/Error Anomaly
2024-11-10 04:05:00,1.7094907,True,Traffic/Error Anomaly
2024-11-10 04:10:00,1.732073,True,Traffic/Error Anomaly
2024-11-10 04:15:00,1.7246039,True,Traffic/Error Anomaly
2024-11-10 04:20:00,1.7208887,True,Traffic/Error Anomaly
2024-11-10 04:25:00,1.7251269,True,Traffic/Error Anomaly
2024-11-10 04:30:00,1.7376446,True,Traffic/Error Anomaly
2024-11-10 04:35:00,1.8052969,True,Traffic/Error Anomaly
2024-11-10 04:40:00,1.7947526,True,Traffic/Error Anomaly
2024-11-10 04:45:00,1.7963659,True,Traffic/Error Anomaly
2024-11-10 04:50:00,1.7995225,True,Traffic/Error Anomaly
2024-11-10 04:55:00,1.8101465,True,Traffic/Error Anomaly
2024-11-10 05:00:00,1.7843226,True,Traffic/Error Anomaly
2024-11-10 05:05:00,1.7833049,True,Traffic/Error Anomaly
2024-11-10 05:10:00,1.7900482,True,Traffic/Error Anomaly
2024-11-10 05:15:00,1.8054581,True,Traffic/Error Anomaly
2024-11-10 05:20:00,1.787771,True,Traffic/Error Anomaly
2024-11-10 05:25:00,1.7828903,True,Traffic/Error Anomaly
2024-11-10 05:30:00,1.7817813,True,Traffic/Error Anomaly
2024-11-10 05:35:00,1.7925158,True,Traffic/Error Anomaly
2024-11-10 05:40:00,1.7754867,True,Traffic/Error Anomaly
2024-11-10 05:45:00,1.7576718,True,Traffic/Error Anomaly
2024-11-10 05:50:00,1.7310716,True,Traffic/Error Anomaly
2024-11-10 05:55:00,1.7262689,True,Traffic/Error Anomaly
2024-11-10 06:00:00,1.7016398,True,Traffic/Error Anomaly
2024-11-10 06:05:00,1.6769841,True,Traffic/Error Anomaly
2024-11-10 06:10:00,1.6960965,True,Traffic/Error Anomaly
2024-11-10 06:15:00,1.6414741,True,Traffic/Error Anomaly
2024-11-10 06:20:00,1.6202067,True,Traffic/Error Anomaly
2024-11-10 06:25:00,1.6253581,True,Traffic/Error Anomaly
2024-11-10 06:30:00,1.61349,True,Traffic/Error Anomaly
2024-11-10 06:35:00,1.6009645,True,Traffic/Error Anomaly
2024-11-10 06:40:00,1.5975666,True,Traffic/Error Anomaly
2024-11-10 06:45:00,1.5972348,True,Traffic/Error Anomaly
2024-11-10 06:50:00,1.6008791,True,Traffic/Error Anomaly
2024-11-10 06:55:00,1.5636699,True,Traffic/Error Anomaly
2024-11-10 07:00:00,1.5586419,True,Traffic/Error Anomaly
2024-11-10 07:05:00,1.5492455,True,Traffic/Error Anomaly
2024-11-10 07:10:00,1.5146916,True,Traffic/Error Anomaly
2024-11-10 07:15:00,1.5072155,True,Traffic/Error Anomaly
2024-11-16 03:15:00,1.5170007,True,Latency Anomaly
2024-11-16 03:20:00,1.5168753,True,Latency Anomaly
2024-11-16 03:25:00,1.5108714,True,Latency Anomaly
2024-11-16 03:30:00,1.5233302,True,Latency Anomaly
2024-11-16 03:35:00,1.5350343,True,Latency Anomaly
2024-11-16 03:40:00,1.5513924,True,Latency Anomaly
2024-11-16 03:45:00,1.5689541,True,Latency Anomaly
2024-11-16 03:50:00,1.6215643,True,Latency Anomaly
2024-11-16 03:55:00,1.6408236,True,Traffic/Error Anomaly
2024-11-16 04:00:00,1.6521428,True,Traffic/Error Anomaly
2024-11-16 04:05:00,1.6682271,True,Traffic/Error Anomaly
2024-11-16 04:10:00,1.681436,True,Traffic/Error Anomaly
2024-11-16 04:15:00,1.689141,True,Traffic/Error Anomaly
2024-11-16 04:20:00,1.6908542,True,Traffic/Error Anomaly
2024-11-16 04:25:00,1.6970791,True,Traffic/Error Anomaly
2024-11-16 04:30:00,1.7091019,True,Traffic/Error Anomaly
2024-11-16 04:35:00,1.7145159,True,Traffic/Error Anomaly
2024-11-16 04:40:00,1.747382,True,Traffic/Error Anomaly
2024-11-16 04:45:00,1.7520359,True,Traffic/Error Anomaly
2024-11-16 04:50:00,1.7562283,True,Traffic/Error Anomaly
2024-11-16 04:55:00,1.7758709,True,Traffic/Error Anomaly
2024-11-16 05:00:00,1.758369,True,Traffic/Error Anomaly
2024-11-16 05:05:00,1.7604733,True,Traffic/Error Anomaly
2024-11-16 05:10:00,1.7598499,True,Traffic/Error Anomaly
2024-11-16 05:15:00,1.7640666,True,Traffic/Error Anomaly
2024-11-16 05:20:00,1.7641125,True,Traffic/Error Anomaly
2024-11-16 05:25:00,1.7581894,True,Traffic/Error Anomaly
2024-11-16 05:30:00,1.7591279,True,Traffic/Error Anomaly
2024-11-16 05:35:00,1.7567357,True,Traffic/Error Anomaly
2024-11-16 05:40:00,1.7555457,True,Traffic/Error Anomaly
2024-11-16 05:45:00,1.7520635,True,Traffic/Error Anomaly
2024-11-16 05:50:00,1.7443653,True,Traffic/Error Anomaly
